ultimaAtualizacaoCadastral,situacao,sequencialImovel,proprietarioPrincipal,natureza,inscricaoImobiliaria,enderecoImovelNomeLogradouro,enderecoImovelMunicipio,enderecoImovelEstado,enderecoImovelComplemento,enderecoImovelCodigoLogradouro,enderecoImovelCep,enderecoImovelBairro,enderecoCorrespondenciaNumero,enderecoCorrespondenciaNomeLogradouro,enderecoCorrespondenciaMunicipio,enderecoCorrespondenciaEstado,enderecoCorrespondenciaComplemento,enderecoCorrespondenciaCep,enderecoCorrespondenciaBairro,documentoProprietario,cepProprietario,topografiaLote,testadaPrincipalLote,testadaFicticiaLote,superficieLote,muradoLote,formatoLote,comCalcadaLote,areaLote,tipoEmpreendimentoMultipla,quantidadePavimentosMultipla,nomeSuperContemMultipla,nomeEdificacaoMultipla,areaTotalConstruidaMultipla,anoConstrucaoMultipla,tipoEstruturaSimples,tipoEmpreendimentoSimples,tipoConstrucaoSimples,padraoConstrucaoSimples,numeroHabiteseSimples,fracaoIdealSimples,estadoConservacaoSimples,dataCadastroPrefeituraSimples,coeficienteDepreciacao,areaTotalConstruidaSimples,valorVenal,valorAreaConstruidaM2,v0ValorTestadaFicticia,tipoAliquotaImposto,regimeTributacaoTLP,regimeTributacaoIPTU,patrimonio,aliquotaImposto,situacaoPavimentacao,distrito,setor,quadra,face,lote,sequencial,longitude,latitude
29/11/2015,Ativo,7729162,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0164-3,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 03 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 03 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729162,,
29/11/2015,Ativo,7729170,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0165-1,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 04 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 04 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729170,,
29/11/2015,Ativo,7729189,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0166-0,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 05 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 05 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729189,,
29/11/2015,Ativo,7729197,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0167-8,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 06 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 06 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729197,,
29/11/2015,Ativo,7729200,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0168-6,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 07 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 07 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729200,,
29/11/2015,Ativo,7729219,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0169-4,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 08 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 08 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729219,,
29/11/2015,Ativo,7729227,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0170-8,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 101 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 101 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729227,,
29/11/2015,Ativo,7729235,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0171-6,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 102 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 102 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729235,,
29/11/2015,Ativo,7729243,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0172-4,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 103 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 103 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729243,,
29/11/2015,Ativo,7729251,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0173-2,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 104 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 104 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729251,,
29/11/2015,Ativo,7729260,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0174-0,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 105 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 105 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729260,,
29/11/2015,Ativo,7729278,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0175-9,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 106 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 106 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729278,,
29/11/2015,Ativo,7729286,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0176-7,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 107 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 107 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729286,,
29/11/2015,Ativo,7729294,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0177-5,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 108 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 108 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729294,,
29/11/2015,Ativo,7729308,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0178-3,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 201 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 201 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729308,,
29/11/2015,Ativo,7729316,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0179-1,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 202 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 202 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729316,,
29/11/2015,Ativo,7729324,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0180-5,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 203 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 203 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729324,,
29/11/2015,Ativo,7729332,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0181-3,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 204 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 204 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729332,,
29/11/2015,Ativo,7729340,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0182-1,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 205 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 205 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729340,,
29/11/2015,Ativo,7729359,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0183-0,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 206 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 206 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729359,,
29/11/2015,Ativo,7729367,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0184-8,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 207 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 207 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729367,,
29/11/2015,Ativo,7729375,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0185-6,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 208 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 208 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028114,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729375,,
29/11/2015,Ativo,7729383,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0186-4,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 301 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 301 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028214,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729383,,
29/11/2015,Ativo,7729391,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0187-2,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 302 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 302 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028214,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729391,,
29/11/2015,Ativo,7729405,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0188-0,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 303 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 303 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028214,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729405,,
29/11/2015,Ativo,7729413,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0189-9,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 304 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 304 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028214,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729413,,
29/11/2015,Ativo,7729421,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0190-2,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 305 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 305 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028214,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729421,,
29/11/2015,Ativo,7729430,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0191-0,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 306 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 306 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028214,0.00282,Bom,13/04/2015,1.0,47.53,17600.80,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729430,,
29/11/2015,Ativo,7729448,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0192-9,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 307 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 307 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028214,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729448,,
29/11/2015,Ativo,7729456,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0193-7,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 308 BLOCO 06,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 308 BLOCO 06,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  06,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028214,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729456,,
29/11/2015,Ativo,7729464,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0194-5,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 01 BLOCO 07,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 01 BLOCO 07,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  07,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028314,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729464,,
29/11/2015,Ativo,7729472,MUNICIPIO DO RECIFE,Predial,6.1805.138.02.0503.0195-3,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 02 BLOCO 07,50091,51160210,BOA VIAGEM,604,RUA PROF PEDRO AUGUSTO CARNEIRO LEAO,RECIFE,PE,APTO 02 BLOCO 07,51160210,BOA VIAGEM,10.565.000/0001-92,50030230,Plana,Plana,250.00,Seca,Sim,Irregular,Sim,15000.00,Edifício Residencial,4,HABITACIONAL  VIA  MANGUE  III,BLOCO  07,1528.08,2014,Concreto,Apartamento,Apartamento <= 4 Pavimentos,Simples,760028314,0.00285,Bom,13/04/2015,1.0,47.97,17764.46,359.22,560.72,Normal,Normal,Normal,Particular,0.0060,Pavimentado,6,1805,138,2,503,7729472,,
